42.79
1.56
51.5
1.39
1.38
1.06
2.05
3.91
1.63
1.39
2.29
2.01
2.7
1
19.53
1.01
1.06
1.65
1.33
1.37
3.33
2.97
1.05
4.02
1.66
1.44
1.06
1.98
1.5
17.92
4.29
100.16
2.52
4.15
1.03
8.93
1.34
8.46
1.62
15.37
1.45
4.49
3
28
7.76
1.65
32.06
3.73
3.59
2.13
1
1.07
1.24
1.07
2.97
1.64
2.09
2.04
2.91
1.64
3.01
3.39
2.63
2.68
8.42
2.28
1.01
2.07
1.12
3
1.14
1.41
3.24
3.5
1.77
3.03
1.17
1.52
1
1
2.09
12.01
1.17
14.23
2.68
1.38
1.31
2.55
7.97
2.13
1.85
3.47
1.81
2.45
1.49
1.82
3.81
2.06
6.84
1
1.06
1.25
2.16
1.78
1.51
1.7
22.96
1.07
1.08
1.33
1.2
1.75
1.12
2.46
5.51
15.66
2.34
1.67
1.59
1.78
20.59
1.05
1.81
3.13
1.72
1.16
1.78
2.22
2.28
3.31
4.44
6.53
4.59
7.74
7.35
1.99
262.49
1.36
3.44
8.37
2.96
1.78
4.84
3.91
3.31
2.48
2.04
2.02
65.44
1.45
1.82
8.25
5.34
2.54
1.68
1.27
1
1.24
1.7
5.77
1.23
4.67
1.21
3.21
4.53
1.64
2.29
7.91
1.01
1.32
1.38
1.63
1.77
1.13
1.65
3.85
1.47
2.38
1.3
3.6
1.49
4.37
3.77
1.93
2.08
1.83
1.33
2.07
1.88
1.44
1.47
2.88
1.65
7.36
1.01
5.98
3.88
1.4
1.21
30.34
1
1.96
5.12
1.61
2.99
1.28
5
1
1.79
3.57
1.32
1.39
6.71
1.29
1.27
16.83
1.9
1.82
2.84
1.03
1.5
1.07
9.32
1.6
12.3
1.15
65.44
1.23
1.65
1.04
4.9
1.04
2.3
1.31
2.1
1.59
12.31
1.17
3.41
2.07
2.55
3.38
2.05
1.86
1.93
2.78
1.08
1
2.1
1
1.97
3.35
2.29
1.37
2.96
15.17
1.86
1.24
1.09
1.2
3.8
13.62
1.04
1.08
1.86
2.15
2.76
397.93
1.71
1.59
1.44
2.39
32.78
3.16
1.99
13.48
1.11
3.29
1.71
4.82
2.22
2.1
4.65
1.44
1.16
1.49
1.52
8.62
21.01
1.19
61.31
3.7
1.6
2.95
2.74
3.81
1.15
4.86
3.58
1.16
1.05
3.05
1.3
3.43
2.3
1.03
3.93
14.82
1.83
1.2
1.82
1.03
1.53
1.28
1.11
2.4
3.2
2.82
1.98
1.88
14.76
1.05
3.17
4.67
2.77
2.32
1.01
1
401.3
1.08
9.5
1.94
1.54
1.91
1
8.54
2.76
1.25
1.07
1.07
2.42
1.01
1.59
2.76
1.08
3.31
2.37
1.73
6.48
1.7
1.24
3.44
1.5
2.56
1.87
2.27
1.99
2.51
22.01
1.3
1.82
2.04
1.19
18.6
1.32
1.5
2.6
1.08
3.19
2.4
1
1.2
1.91
7.44
2.03
1.03
1
2.72
2.18
1.94
4.56
1.19
9.96
2.43
1.98
1.73
1.75
2.95
4.63
1.08
17.41
1.61
1.76
2.36
1.23
22.29
3.62
27.25
2.36
9.03
1.14
1
25.13
7.38
2.83
9.61
3.19
1.12
13.64
2.06
1.28
25.09
